metro_fips,metro_name,county_fips,county_name,population,rank
13300,"Beeville, TX",48025,"Bee County, Texas",32611,792
17700,"Coffeyville, KS",20125,"Montgomery County, Kansas",32521,793
27160,"Jackson, OH",39079,"Jackson County, Ohio",32450,794
37540,"Paris, TN",47079,"Henry County, Tennessee",32284,795
23140,"Frankfort, IN",18023,"Clinton County, Indiana",32273,796
27940,"Juneau, AK",02110,"Juneau City and Borough, Alaska",32227,797
31500,"Madison, IN",18077,"Jefferson County, Indiana",32201,798
15700,"Cambridge, MD",24019,"Dorchester County, Maryland",32138,799
17380,"Cleveland, MS",28011,"Bolivar County, Mississippi",31848,800
13620,"Berlin, NH-VT",33007,"Coos County, New Hampshire",31741,801
25720,"Heber, UT",49051,"Wasatch County, Utah",31708,802
25580,"Hastings, NE",31001,"Adams County, Nebraska",31587,803
33060,"Miami, OK",40115,"Ottawa County, Oklahoma",31454,804
27660,"Jennings, LA",22053,"Jefferson Davis Parish, Louisiana",31441,805
47340,"Wabash, IN",18169,"Wabash County, Indiana",31389,806
19860,"Dickinson, ND",38089,"Stark County, North Dakota",31081,807
28780,"Kingsville, TX",48273,"Kleberg County, Texas",30974,808
16420,"Central City, KY",21177,"Muhlenberg County, Kentucky",30951,809
45000,"Susanville, CA",06035,"Lassen County, California",30818,810
14720,"Breckenridge, CO",08117,"Summit County, Colorado",30649,811
31380,"Macomb, IL",17109,"McDonough County, Illinois",30479,812
10660,"Albert Lea, MN",27047,"Freeborn County, Minnesota",30463,813
36620,"Ontario, OR-ID",41045,"Malheur County, Oregon",30412,814
41260,"St. Marys, PA",42047,"Elk County, Pennsylvania",30340,815
43260,"Sheridan, WY",56033,"Sheridan County, Wyoming",30140,816
38580,"Point Pleasant, WV-OH",39053,"Gallia County, Ohio",30088,817
11140,"Americus, GA",13261,"Sumter County, Georgia",30064,818
28380,"Kennett, MO",29069,"Dunklin County, Missouri",30027,819
19220,"Danville, KY",21021,"Boyle County, Kentucky",29972,820
39220,"Price, UT",49039,"Sanpete County, Utah",29850,821
27700,"Jesup, GA",13305,"Wayne County, Georgia",29788,822
48220,"Weatherford, OK",40015,"Caddo County, Oklahoma",29242,823
24900,"Greenwood, MS",28083,"Leflore County, Mississippi",29222,824
30660,"Lincoln, IL",17107,"Logan County, Illinois",29003,825
31220,"Ludington, MI",26105,"Mason County, Michigan",28954,826
21180,"Elkins, WV",54083,"Randolph County, West Virginia",28930,827
25700,"Hays, KS",20051,"Ellis County, Kansas",28775,828
25300,"Hannibal, MO",29127,"Marion County, Missouri",28608,829
32700,"McPherson, KS",20113,"McPherson County, Kansas",28567,830
33420,"Mineral Wells, TX",48363,"Palo Pinto County, Texas",28540,831
10980,"Alpena, MI",26007,"Alpena County, Michigan",28520,832
22820,"Fort Morgan, CO",08087,"Morgan County, Colorado",28517,833
35860,"North Vernon, IN",18137,"Ripley County, Indiana",28391,834
46780,"Van Wert, OH",39161,"Van Wert County, Ohio",28261,835
17640,"Coco, PR",72123,"Salinas Municipio, Puerto Rico",28109,836
47980,"Watertown, SD",46029,"Codington County, South Dakota",28026,837
34460,"Mount Sterling, KY",21173,"Montgomery County, Kentucky",27884,838
29780,"Las Vegas, NM",35047,"San Miguel County, New Mexico",27738,839
43500,"Silver City, NM",35017,"Grant County, New Mexico",27669,840
18860,"Crescent City, CA",06015,"Del Norte County, California",27495,841
48100,"Wauchula, FL",12049,"Hardee County, Florida",27131,842
47080,"Vidalia, GA",13279,"Toombs County, Georgia",26972,843
46620,"Uvalde, TX",48463,"Uvalde County, Texas",26920,844
24380,"Grants, NM",35006,"Cibola County, New Mexico",26891,845
33180,"Middlesborough, KY",21013,"Bell County, Kentucky",26791,846
13500,"Bennettsville, SC",45069,"Marlboro County, South Carolina",26753,847
34300,"Mountain Home, ID",16039,"Elmore County, Idaho",26743,848
12460,"Bainbridge, GA",13087,"Decatur County, Georgia",26682,849
24700,"Greensburg, IN",18031,"Decatur County, Indiana",26562,850
23240,"Fredericksburg, TX",48171,"Gillespie County, Texas",26459,851
24460,"Great Bend, KS",20009,"Barton County, Kansas",26453,852
14340,"Boone, IA",19015,"Boone County, Iowa",26370,853
29260,"La Grande, OR",41061,"Union County, Oregon",26337,854
45580,"Thomaston, GA",13293,"Upson County, Georgia",26236,855
26940,"Indianola, MS",28133,"Sunflower County, Mississippi",26168,856
45520,"The Dalles, OR",41065,"Wasco County, Oregon",26130,857
22620,"Forrest City, AR",05123,"St. Francis County, Arkansas",25900,858
32140,"Marshall, MN",27083,"Lyon County, Minnesota",25758,859
45740,"Toccoa, GA",13257,"Stephens County, Georgia",25750,860
33020,"Mexico, MO",29007,"Audrain County, Missouri",25644,861
12820,"Bastrop, LA",22067,"Morehouse Parish, Louisiana",25610,862
15820,"Campbellsville, KY",21217,"Taylor County, Kentucky",25571,863
36840,"Ottawa, KS",20059,"Franklin County, Kansas",25558,864
43940,"Spearfish, SD",46081,"Lawrence County, South Dakota",25478,865
27020,"Iron Mountain, MI-WI",26043,"Dickinson County, Michigan",25439,866
28860,"Kirksville, MO",29001,"Adair County, Missouri",25369,867
21640,"Eufaula, AL-GA",01005,"Barbour County, Alabama",25361,868
35580,"New Ulm, MN",27015,"Brown County, Minnesota",25163,869
44460,"Steamboat Springs, CO",08107,"Routt County, Colorado",25072,870
11060,"Altus, OK",40065,"Jackson County, Oklahoma",25063,871
33620,"Moberly, MO",29175,"Randolph County, Missouri",24878,872
44900,"Summerville, GA",13055,"Chattooga County, Georgia",24812,873
21980,"Fallon, NV",32001,"Churchill County, Nevada",24259,874
19700,"Deming, NM",35029,"Luna County, New Mexico",24083,875
15780,"Camden, AR",05103,"Ouachita County, Arkansas",23830,876
31620,"Magnolia, AR",05027,"Columbia County, Arkansas",23776,877
30420,"Lexington, NE",31047,"Dawson County, Nebraska",23733,878
15420,"Burley, ID",16031,"Cassia County, Idaho",23690,879
27220,"Jackson, WY-ID",56039,"Teton County, Wyoming",23280,880
17260,"Clarksdale, MS",28027,"Coahoma County, Mississippi",23255,881
26220,"Hood River, OR",41027,"Hood River County, Oregon",23209,882
18220,"Connersville, IN",18041,"Fayette County, Indiana",23194,883
30220,"Levelland, TX",48219,"Hockley County, Texas",23064,884
39260,"Prineville, OR",41013,"Crook County, Oregon",23011,885
32180,"Marshall, MO",29195,"Saline County, Missouri",22976,886
49460,"Yankton, SD",46135,"Yankton County, South Dakota",22717,887
18380,"Cordele, GA",13081,"Crisp County, Georgia",22713,888
15060,"Brookings, OR",41015,"Curry County, Oregon",22650,889
37420,"Pampa, TX",48179,"Gray County, Texas",22410,890
11660,"Arkadelphia, AR",05019,"Clark County, Arkansas",22386,891
44540,"Sterling, CO",08075,"Logan County, Colorado",22380,892
25200,"Hailey, ID",16013,"Blaine County, Idaho",22373,893
32340,"Maryville, MO",29147,"Nodaway County, Missouri",22359,894
30580,"Liberal, KS",20175,"Seward County, Kansas",22349,895
21120,"Elk City, OK",40009,"Beckham County, Oklahoma",22268,896
36820,"Oskaloosa, IA",19123,"Mahaska County, Iowa",22164,897
26260,"Hope, AR",05057,"Hempstead County, Arkansas",21842,898
42180,"Santa Isabel, PR",72133,"Santa Isabel Municipio, Puerto Rico",21757,899
49380,"Worthington, MN",27105,"Nobles County, Minnesota",21734,900
38920,"Port Lavaca, TX",48057,"Calhoun County, Texas",21668,901
13100,"Beatrice, NE",31067,"Gage County, Nebraska",21594,902
39700,"Raymondville, TX",48489,"Willacy County, Texas",21588,903
20300,"Dumas, TX",48341,"Moore County, Texas",21399,904
14420,"Borger, TX",48233,"Hutchinson County, Texas",21344,905
24980,"Grenada, MS",28043,"Grenada County, Mississippi",21088,906
27420,"Jamestown, ND",38093,"Stutsman County, North Dakota",20965,907
25100,"Guymon, OK",40139,"Texas County, Oklahoma",20805,908
49260,"Woodward, OK",40153,"Woodward County, Oklahoma",20727,909
11380,"Andrews, TX",48165,"Gaines County, Texas",20706,910
21740,"Evanston, WY",56041,"Uinta County, Wyoming",20479,911
16140,"Carroll, IA",19027,"Carroll County, Iowa",20281,912
37660,"Parsons, KS",20021,"Cherokee County, Kansas",20179,913
44740,"Storm Lake, IA",19021,"Buena Vista County, Iowa",20058,914
21840,"Fairfield, IA",19087,"Henry County, Iowa",19941,915
33580,"Mitchell, SD",46035,"Davison County, South Dakota",19871,916
21860,"Fairmont, MN",27091,"Martin County, Minnesota",19852,917
48500,"West Point, MS",28025,"Clay County, Mississippi",19640,918
36830,"Othello, WA",53001,"Adams County, Washington",19594,919
40760,"Ruidoso, NM",35027,"Lincoln County, New Mexico",19461,920
38780,"Portales, NM",35041,"Roosevelt County, New Mexico",18888,921
25820,"Hereford, TX",48117,"Deaf Smith County, Texas",18736,922
31060,"Los Alamos, NM",35028,"Los Alamos County, New Mexico",18625,923
25760,"Helena-West Helena, AR",05107,"Phillips County, Arkansas",18606,924
26700,"Huron, SD",46005,"Beadle County, South Dakota",18346,925
10260,"Adjuntas, PR",72001,"Adjuntas Municipio, Puerto Rico",17891,926
15140,"Brownsville, TN",47075,"Haywood County, Tennessee",17623,927
38180,"Pierre, SD",46065,"Hughes County, South Dakota",17608,928
47240,"Vineyard Haven, MA",25007,"Dukes County, Massachusetts",17312,929
44020,"Spirit Lake, IA",19059,"Dickinson County, Iowa",17127,930
32500,"Maysville, KY",21161,"Mason County, Kentucky",17112,931
43660,"Snyder, TX",48415,"Scurry County, Texas",17096,932
22340,"Fitzgerald, GA",13017,"Ben Hill County, Georgia",17033,933
49080,"Winnemucca, NV",32013,"Humboldt County, Nevada",16828,934
11860,"Atchison, KS",20005,"Atchison County, Kansas",16268,935
47420,"Wahpeton, ND-MN",38077,"Richland County, North Dakota",16254,936
43980,"Spencer, IA",19041,"Clay County, Iowa",16211,937
37780,"Pecos, TX",48371,"Pecos County, Texas",15815,938
45020,"Sweetwater, TX",48353,"Nolan County, Texas",14904,939
27580,"Jayuya, PR",72073,"Jayuya Municipio, Puerto Rico",14539,940
49820,"Zapata, TX",48505,"Zapata County, Texas",14304,941
46820,"Vermillion, SD",46027,"Clay County, South Dakota",13957,942
28540,"Ketchikan, AK",02130,"Ketchikan Gateway Borough, Alaska",13800,943
18780,"Craig, CO",08081,"Moffat County, Colorado",13127,944
46900,"Vernon, TX",48487,"Wilbarger County, Texas",12833,945
29500,"Lamesa, TX",48115,"Dawson County, Texas",12813,946
